date,school,campus,grade,students_enrolled,attendance_present,absences,graduations,disciplinary_incidents,avg_test_score,teacher_absences,operating_cost
2025-10-27,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,76.7,0,25696.71
2025-11-03,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,73.6,1,29976.42
2025-11-03,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,78.6,1,29755.75
2025-11-03,Northstar Public School,North Campus,Grade_8,320,307,13,0,3,77.0,0,28716.56
2025-11-03,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,76.1,1,28407.18
2025-11-03,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,79.0,1,28043.26
2025-11-03,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,77.9,1,27489.87
2025-11-03,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,74.6,0,25921.48
2025-11-03,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,77.6,0,26111.39
2025-11-10,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,77.2,1,31154.29
2025-11-10,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,73.9,0,30519.75
2025-11-10,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,73.5,1,29494.39
2025-11-10,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,76.9,1,27375.51
2025-11-10,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,75.1,1,27346.48
2025-11-10,Northstar Public School,South Campus,Grade_7,299,281,18,0,2,75.9,1,27564.42
2025-11-10,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,73.3,0,26239.73
2025-11-10,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,74.7,0,26670.31
2025-11-17,Northstar Public School,North Campus,Grade_6,330,311,19,0,3,76.3,1,29304.35
2025-11-17,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,74.5,0,29796.86
2025-11-17,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,78.7,1,28108.52
2025-11-17,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,73.6,1,28255.61
2025-11-17,Northstar Public School,South Campus,Grade_6,304,291,13,0,2,78.6,1,27224.4
2025-11-17,Northstar Public School,South Campus,Grade_7,299,282,17,0,2,78.0,0,26763.02
2025-11-17,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,77.1,0,27261.57
2025-11-17,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,77.4,1,25104.56
2025-11-24,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,73.0,1,30817.43
2025-11-24,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,78.9,1,30379.34
2025-11-24,Northstar Public School,North Campus,Grade_8,320,300,20,0,3,75.8,0,29414.29
2025-11-24,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,73.1,1,28868.58
2025-11-24,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,75.5,0,27185.32
2025-11-24,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,75.4,0,27439.83
2025-11-24,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,73.2,1,25963.56
2025-11-24,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,77.6,0,26546.19
2025-12-01,Northstar Public School,North Campus,Grade_6,330,301,29,0,3,78.1,1,30816.11
2025-12-01,Northstar Public School,North Campus,Grade_7,325,297,28,0,3,75.2,1,28544.6
2025-12-01,Northstar Public School,North Campus,Grade_8,320,298,22,0,3,78.2,0,28746.56
2025-12-01,Northstar Public School,North Campus,Grade_9,310,287,23,0,2,78.7,1,28434.1
2025-12-01,Northstar Public School,South Campus,Grade_6,304,277,27,0,2,78.6,1,27540.32
2025-12-01,Northstar Public School,South Campus,Grade_7,299,274,25,0,2,73.1,1,27606.76
2025-12-01,Northstar Public School,South Campus,Grade_8,294,270,24,0,2,74.1,0,26482.97
2025-12-01,Northstar Public School,South Campus,Grade_9,285,263,22,0,2,76.1,0,26361.56
2025-12-08,Northstar Public School,North Campus,Grade_6,330,302,28,0,3,78.0,1,30959.63
2025-12-08,Northstar Public School,North Campus,Grade_7,325,303,22,0,3,78.1,1,28846.2
2025-12-08,Northstar Public School,North Campus,Grade_8,320,295,25,0,3,73.7,1,28415.86
2025-12-08,Northstar Public School,North Campus,Grade_9,310,285,25,0,2,77.3,1,27852.78
2025-12-08,Northstar Public School,South Campus,Grade_6,304,281,23,0,2,77.8,1,28543.94
2025-12-08,Northstar Public School,South Campus,Grade_7,299,276,23,0,2,74.7,1,26227.74
2025-12-08,Northstar Public School,South Campus,Grade_8,294,267,27,0,2,74.6,1,26156.74
2025-12-08,Northstar Public School,South Campus,Grade_9,285,262,23,0,2,75.2,0,26842.26
2025-12-15,Northstar Public School,North Campus,Grade_6,330,300,30,0,3,75.7,1,31198.59
2025-12-15,Northstar Public School,North Campus,Grade_7,325,303,22,0,3,73.4,0,30603.09
2025-12-15,Northstar Public School,North Campus,Grade_8,320,292,28,0,3,76.2,1,29425.23
2025-12-15,Northstar Public School,North Campus,Grade_9,310,282,28,0,2,75.0,1,27482.16
2025-12-15,Northstar Public School,South Campus,Grade_6,304,282,22,0,2,76.5,1,27574.03
2025-12-15,Northstar Public School,South Campus,Grade_7,299,277,22,0,2,78.3,0,27417.01
2025-12-15,Northstar Public School,South Campus,Grade_8,294,274,20,0,2,76.0,1,27369.5
2025-12-15,Northstar Public School,South Campus,Grade_9,285,263,22,0,2,75.9,1,26537.15
2025-12-22,Northstar Public School,North Campus,Grade_6,330,304,26,0,3,73.6,1,29725.0
2025-12-22,Northstar Public School,North Campus,Grade_7,325,301,24,0,3,77.3,0,29659.72
2025-12-22,Northstar Public School,North Campus,Grade_8,320,293,27,0,3,75.7,1,29494.33
2025-12-22,Northstar Public School,North Campus,Grade_9,310,283,27,0,2,73.9,1,28346.52
2025-12-22,Northstar Public School,South Campus,Grade_6,304,283,21,0,2,78.7,0,28542.55
2025-12-22,Northstar Public School,South Campus,Grade_7,299,274,25,0,2,75.1,1,27754.96
2025-12-22,Northstar Public School,South Campus,Grade_8,294,272,22,0,2,73.7,1,27088.99
2025-12-22,Northstar Public School,South Campus,Grade_9,285,265,20,0,2,75.5,1,25689.33
2025-12-29,Northstar Public School,North Campus,Grade_6,330,303,27,0,3,73.9,0,30335.91
2025-12-29,Northstar Public School,North Campus,Grade_7,325,301,24,0,3,76.3,0,29428.23
2025-12-29,Northstar Public School,North Campus,Grade_8,320,292,28,0,3,77.2,0,29045.21
2025-12-29,Northstar Public School,North Campus,Grade_9,310,287,23,0,2,78.6,1,29139.0
2025-12-29,Northstar Public School,South Campus,Grade_6,304,283,21,0,2,77.5,0,27689.58
2025-12-29,Northstar Public School,South Campus,Grade_7,299,274,25,0,2,76.9,0,28098.27
2025-12-29,Northstar Public School,South Campus,Grade_8,294,274,20,0,2,76.0,0,26169.55
2025-12-29,Northstar Public School,South Campus,Grade_9,285,261,24,0,2,76.1,1,26100.7
2026-01-05,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,76.2,1,30193.01
2026-01-05,Northstar Public School,North Campus,Grade_7,325,304,21,0,3,74.1,0,30377.12
2026-01-05,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,76.2,1,30153.76
2026-01-05,Northstar Public School,North Campus,Grade_9,310,296,14,0,2,76.2,0,27956.13
2026-01-05,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,78.2,0,27326.74
2026-01-05,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,73.7,1,26603.29
2026-01-05,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,75.2,1,27595.71
2026-01-05,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,75.4,0,26147.04
2026-01-12,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,79.0,1,29886.57
2026-01-12,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,73.1,0,29285.32
2026-01-12,Northstar Public School,North Campus,Grade_8,320,300,20,0,3,78.5,1,28448.79
2026-01-12,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,76.5,0,29046.54
2026-01-12,Northstar Public School,South Campus,Grade_6,304,285,19,0,2,73.0,0,28587.74
2026-01-12,Northstar Public School,South Campus,Grade_7,299,280,19,0,2,74.9,0,27542.67
2026-01-12,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,77.5,1,26763.91
2026-01-12,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,74.0,1,25922.05
2026-01-19,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,78.8,1,30001.2
2026-01-19,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,74.2,1,29235.33
2026-01-19,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,74.9,0,29933.31
2026-01-19,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,74.5,0,29065.28
2026-01-19,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,78.3,0,27726.51
2026-01-19,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,77.9,1,27602.12
2026-01-19,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,74.2,0,25721.46
2026-01-19,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,77.4,1,25033.76
2026-01-26,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,73.2,1,29913.14
2026-01-26,Northstar Public School,North Campus,Grade_7,325,307,18,0,3,78.3,1,30679.64
2026-01-26,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,76.4,1,28484.29
2026-01-26,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,74.6,1,29113.79
2026-01-26,Northstar Public School,South Campus,Grade_6,304,289,15,0,2,73.7,1,26846.13
2026-01-26,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,76.5,0,27691.0
2026-01-26,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,73.0,1,27605.01
2026-01-26,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,75.4,0,25244.31
2026-02-02,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,76.8,0,28974.13
2026-02-02,Northstar Public School,North Campus,Grade_7,325,306,19,0,3,78.1,0,28801.69
2026-02-02,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,78.9,1,28260.83
2026-02-02,Northstar Public School,North Campus,Grade_9,310,291,19,0,2,73.2,1,27263.26
2026-02-02,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,76.8,1,28305.54
2026-02-02,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,75.8,1,27309.08
2026-02-02,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,75.4,1,26336.08
2026-02-02,Northstar Public School,South Campus,Grade_9,285,273,12,0,2,75.2,0,25145.01
2026-02-09,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,78.5,1,29260.7
2026-02-09,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,78.5,0,28552.89
2026-02-09,Northstar Public School,North Campus,Grade_8,320,302,18,0,3,78.0,0,30224.82
2026-02-09,Northstar Public School,North Campus,Grade_9,310,293,17,0,2,74.9,1,27568.94
2026-02-09,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,73.6,0,28647.68
2026-02-09,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,78.7,1,26296.5
2026-02-09,Northstar Public School,South Campus,Grade_8,294,275,19,0,2,78.8,1,27297.31
2026-02-09,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,77.4,0,26299.12
2026-02-16,Northstar Public School,North Campus,Grade_6,330,309,21,0,3,74.5,1,29552.18
2026-02-16,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,77.9,1,29625.69
2026-02-16,Northstar Public School,North Campus,Grade_8,320,303,17,0,3,75.9,0,28195.74
2026-02-16,Northstar Public School,North Campus,Grade_9,310,290,20,0,2,73.3,1,28872.65
2026-02-16,Northstar Public School,South Campus,Grade_6,304,290,14,0,2,78.1,1,27568.53
2026-02-16,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,78.0,1,28178.67
2026-02-16,Northstar Public School,South Campus,Grade_8,294,278,16,0,2,74.2,1,27085.88
2026-02-16,Northstar Public School,South Campus,Grade_9,285,267,18,0,2,74.8,1,25530.4
2026-02-23,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,76.7,0,30564.47
2026-02-23,Northstar Public School,North Campus,Grade_7,325,307,18,0,3,73.4,1,28704.0
2026-02-23,Northstar Public School,North Campus,Grade_8,320,304,16,0,3,73.6,1,29049.1
2026-02-23,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,73.6,1,28508.49
2026-02-23,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,78.0,1,28187.88
2026-02-23,Northstar Public School,South Campus,Grade_7,299,283,16,0,2,74.6,0,27792.66
2026-02-23,Northstar Public School,South Campus,Grade_8,294,280,14,0,2,73.7,1,27102.69
2026-02-23,Northstar Public School,South Campus,Grade_9,285,269,16,0,2,74.7,0,25546.56
2026-03-02,Northstar Public School,North Campus,Grade_6,330,313,17,0,3,73.9,0,29431.68
2026-03-02,Northstar Public School,North Campus,Grade_7,325,308,17,0,3,78.8,1,30512.3
2026-03-02,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,73.1,1,27964.73
2026-03-02,Northstar Public School,North Campus,Grade_9,310,294,16,0,2,75.1,1,27833.38
2026-03-02,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,77.6,0,27559.7
2026-03-02,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,73.0,1,27552.32
2026-03-02,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,78.0,0,26677.37
2026-03-02,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,73.0,0,25722.38
2026-03-09,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,78.8,1,31075.85
2026-03-09,Northstar Public School,North Campus,Grade_7,325,309,16,0,3,76.0,1,30423.91
2026-03-09,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,76.2,1,28677.46
2026-03-09,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,77.9,0,28256.65
2026-03-09,Northstar Public School,South Campus,Grade_6,304,288,16,0,2,73.8,1,28134.41
2026-03-09,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,77.5,1,27299.68
2026-03-09,Northstar Public School,South Campus,Grade_8,294,281,13,0,2,75.9,1,27009.27
2026-03-09,Northstar Public School,South Campus,Grade_9,285,268,17,0,2,77.2,1,26916.38
2026-03-16,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,78.9,1,30469.71
2026-03-16,Northstar Public School,North Campus,Grade_7,325,305,20,0,3,78.0,1,28522.77
2026-03-16,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,76.4,1,28816.99
2026-03-16,Northstar Public School,North Campus,Grade_9,310,295,15,0,2,74.4,0,27914.3
2026-03-16,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,76.1,1,27698.84
2026-03-16,Northstar Public School,South Campus,Grade_7,299,285,14,0,2,78.5,1,26189.13
2026-03-16,Northstar Public School,South Campus,Grade_8,294,276,18,0,2,75.1,0,26306.34
2026-03-16,Northstar Public School,South Campus,Grade_9,285,266,19,0,2,74.4,1,26073.1
2026-03-23,Northstar Public School,North Campus,Grade_6,330,315,15,0,3,73.3,1,29969.78
2026-03-23,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,73.6,1,29728.0
2026-03-23,Northstar Public School,North Campus,Grade_8,320,299,21,0,3,73.4,1,29208.76
2026-03-23,Northstar Public School,North Campus,Grade_9,310,297,13,0,2,77.6,1,27598.79
2026-03-23,Northstar Public School,South Campus,Grade_6,304,286,18,0,2,73.5,1,28066.2
2026-03-23,Northstar Public School,South Campus,Grade_7,299,284,15,0,2,73.8,1,27376.67
2026-03-23,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,75.6,0,25766.22
2026-03-23,Northstar Public School,South Campus,Grade_9,285,270,15,0,2,74.9,0,26270.87
2026-03-30,Northstar Public School,North Campus,Grade_6,330,312,18,0,3,74.5,1,29572.42
2026-03-30,Northstar Public School,North Campus,Grade_7,325,311,14,0,3,76.5,0,30339.58
2026-03-30,Northstar Public School,North Campus,Grade_8,320,301,19,0,3,73.8,0,28195.59
2026-03-30,Northstar Public School,North Campus,Grade_9,310,292,18,0,2,77.9,0,28994.81
2026-03-30,Northstar Public School,South Campus,Grade_6,304,287,17,0,2,75.3,0,28043.75
2026-03-30,Northstar Public School,South Campus,Grade_7,299,286,13,0,2,77.3,1,28103.34
2026-03-30,Northstar Public School,South Campus,Grade_8,294,277,17,0,2,75.9,0,26881.52
2026-03-30,Northstar Public School,South Campus,Grade_9,285,272,13,0,2,75.6,0,25441.14
2026-04-06,Northstar Public School,North Campus,Grade_6,330,312,18,0,5,77.9,1,29237.46
2026-04-06,Northstar Public School,North Campus,Grade_7,325,306,19,0,5,77.9,0,28989.55
2026-04-06,Northstar Public School,North Campus,Grade_8,320,306,14,0,4,77.7,0,29998.92
2026-04-06,Northstar Public School,North Campus,Grade_9,310,258,52,0,4,65.2,0,27993.71
2026-04-06,Northstar Public School,South Campus,Grade_6,304,287,17,0,4,77.4,0,28602.51
2026-04-06,Northstar Public School,South Campus,Grade_7,299,284,15,0,4,78.6,0,26742.34
2026-04-06,Northstar Public School,South Campus,Grade_8,294,280,14,0,4,78.4,0,27557.93
2026-04-06,Northstar Public School,South Campus,Grade_9,285,272,13,0,4,79.0,1,26327.53
2026-04-13,Northstar Public School,North Campus,Grade_6,330,313,17,0,5,75.9,0,30978.42
2026-04-13,Northstar Public School,North Campus,Grade_7,325,304,21,0,5,73.3,1,30283.23
2026-04-13,Northstar Public School,North Campus,Grade_8,320,300,20,0,4,74.1,0,28997.49
2026-04-13,Northstar Public School,North Campus,Grade_9,310,262,48,0,4,70.0,1,27810.3
2026-04-13,Northstar Public School,South Campus,Grade_6,304,288,16,0,4,75.6,0,27863.96
2026-04-13,Northstar Public School,South Campus,Grade_7,299,286,13,0,4,77.9,0,26814.48
2026-04-13,Northstar Public School,South Campus,Grade_8,294,280,14,0,4,76.8,0,25836.59
2026-04-13,Northstar Public School,South Campus,Grade_9,285,272,13,0,4,75.4,1,25631.39
2026-04-20,Northstar Public School,North Campus,Grade_6,330,316,14,0,5,78.0,1,28900.37
2026-04-20,Northstar Public School,North Campus,Grade_7,325,308,17,0,5,73.9,1,29274.03
2026-04-20,Northstar Public School,North Campus,Grade_8,320,304,16,0,4,78.6,1,28078.87
2026-04-20,Northstar Public School,North Campus,Grade_9,310,261,49,0,4,70.0,0,27455.42
2026-04-20,Northstar Public School,South Campus,Grade_6,304,291,13,0,4,77.6,0,27670.4
2026-04-20,Northstar Public School,South Campus,Grade_7,299,284,15,0,4,76.3,0,26491.4
2026-04-20,Northstar Public School,South Campus,Grade_8,294,275,19,0,4,77.5,0,27748.05
2026-04-20,Northstar Public School,South Campus,Grade_9,285,267,18,0,4,77.5,1,26228.71
2026-04-27,Northstar Public School,North Campus,Grade_6,330,315,15,0,5,78.1,1,29536.92
2026-04-27,Northstar Public School,North Campus,Grade_7,325,306,19,0,5,77.8,1,29625.41
2026-04-27,Northstar Public School,North Campus,Grade_8,320,301,19,0,4,77.1,1,29265.94
2026-04-27,Northstar Public School,North Campus,Grade_9,310,263,47,0,4,70.9,0,27405.94
2026-04-27,Northstar Public School,South Campus,Grade_6,304,288,16,0,4,76.8,1,27154.02
2026-04-27,Northstar Public School,South Campus,Grade_7,299,286,13,0,4,73.4,0,27941.68
2026-04-27,Northstar Public School,South Campus,Grade_8,294,275,19,0,4,73.3,0,26872.6
2026-04-27,Northstar Public School,South Campus,Grade_9,285,272,13,0,4,73.5,1,25924.11
2026-05-04,Northstar Public School,North Campus,Grade_6,330,313,17,0,5,75.5,1,30900.49
2026-05-04,Northstar Public School,North Campus,Grade_7,325,306,19,0,5,78.2,1,28991.46
2026-05-04,Northstar Public School,North Campus,Grade_8,320,300,20,0,4,73.5,1,28857.68
2026-05-04,Northstar Public School,North Campus,Grade_9,310,260,50,0,4,67.9,1,28114.75
2026-05-04,Northstar Public School,South Campus,Grade_6,304,291,13,0,4,75.8,0,28545.87
2026-05-04,Northstar Public School,South Campus,Grade_7,299,280,19,0,4,73.2,0,26612.98
2026-05-04,Northstar Public School,South Campus,Grade_8,294,275,19,0,4,76.8,0,26588.62
2026-05-04,Northstar Public School,South Campus,Grade_9,285,268,17,0,4,76.9,0,25485.55
2026-05-11,Northstar Public School,North Campus,Grade_6,330,311,19,0,5,76.9,1,30077.79
2026-05-11,Northstar Public School,North Campus,Grade_7,325,309,16,0,5,74.7,0,28519.66
2026-05-11,Northstar Public School,North Campus,Grade_8,320,305,15,0,4,76.0,1,28094.76
2026-05-11,Northstar Public School,North Campus,Grade_9,310,259,51,0,4,65.5,1,28954.98
2026-05-11,Northstar Public School,South Campus,Grade_6,304,287,17,0,4,73.4,1,28183.39
2026-05-11,Northstar Public School,South Campus,Grade_7,299,280,19,0,4,78.9,0,27896.74
2026-05-11,Northstar Public School,South Campus,Grade_8,294,280,14,0,4,74.9,1,27607.3
2026-05-11,Northstar Public School,South Campus,Grade_9,285,269,16,0,4,74.9,1,25725.69
2026-05-18,Northstar Public School,North Campus,Grade_6,330,310,20,0,5,73.9,1,29321.54
2026-05-18,Northstar Public School,North Campus,Grade_7,325,307,18,0,5,74.1,1,29521.62
2026-05-18,Northstar Public School,North Campus,Grade_8,320,302,18,0,4,76.9,1,29137.27
2026-05-18,Northstar Public School,North Campus,Grade_9,310,262,48,0,4,66.3,0,27853.02
2026-05-18,Northstar Public School,South Campus,Grade_6,304,289,15,0,4,78.7,1,28677.24
2026-05-18,Northstar Public School,South Campus,Grade_7,299,284,15,0,4,78.6,0,27630.71
2026-05-18,Northstar Public School,South Campus,Grade_8,294,279,15,0,4,77.8,1,26690.56
2026-05-18,Northstar Public School,South Campus,Grade_9,285,267,18,0,4,74.9,0,25159.37
2026-05-25,Northstar Public School,North Campus,Grade_6,330,315,15,0,5,76.4,1,30405.73
2026-05-25,Northstar Public School,North Campus,Grade_7,325,306,19,0,5,78.1,1,30586.66
2026-05-25,Northstar Public School,North Campus,Grade_8,320,306,14,0,4,73.1,0,30081.65
2026-05-25,Northstar Public School,North Campus,Grade_9,310,263,47,0,4,70.0,1,28902.38
2026-05-25,Northstar Public School,South Campus,Grade_6,304,287,17,0,4,75.9,1,27103.55
2026-05-25,Northstar Public School,South Campus,Grade_7,299,281,18,0,4,76.7,0,26881.2
2026-05-25,Northstar Public School,South Campus,Grade_8,294,277,17,0,4,76.3,0,26781.98
2026-05-25,Northstar Public School,South Campus,Grade_9,285,273,12,0,4,77.7,0,25584.03
2026-06-01,Northstar Public School,North Campus,Grade_6,330,306,24,0,5,78.4,1,29199.87
2026-06-01,Northstar Public School,North Campus,Grade_7,325,298,27,0,5,77.8,1,30334.4
2026-06-01,Northstar Public School,North Campus,Grade_8,320,297,23,0,4,77.2,0,30052.5
2026-06-01,Northstar Public School,North Campus,Grade_9,310,257,53,1,4,69.8,1,27245.17
2026-06-01,Northstar Public School,South Campus,Grade_6,304,281,23,0,4,75.9,1,27486.31
2026-06-01,Northstar Public School,South Campus,Grade_7,299,274,25,0,4,73.9,1,27290.02
2026-06-01,Northstar Public School,South Campus,Grade_8,294,270,24,0,4,76.8,0,27665.72
2026-06-01,Northstar Public School,South Campus,Grade_9,285,260,25,1,4,73.4,1,25473.64
2026-06-08,Northstar Public School,North Campus,Grade_6,330,307,23,0,5,77.3,1,29066.53
2026-06-08,Northstar Public School,North Campus,Grade_7,325,295,30,0,5,77.7,0,29591.13
2026-06-08,Northstar Public School,North Campus,Grade_8,320,291,29,0,4,78.5,1,28204.19
2026-06-08,Northstar Public School,North Campus,Grade_9,310,249,61,1,4,70.6,1,27893.04
2026-06-08,Northstar Public School,South Campus,Grade_6,304,283,21,0,4,76.3,0,27962.86
2026-06-08,Northstar Public School,South Campus,Grade_7,299,279,20,0,4,75.2,1,27562.73
2026-06-08,Northstar Public School,South Campus,Grade_8,294,272,22,0,4,76.8,0,26171.16
2026-06-08,Northstar Public School,South Campus,Grade_9,285,260,25,1,4,78.5,0,25617.0
2026-06-15,Northstar Public School,North Campus,Grade_6,330,308,22,0,5,74.8,1,30217.61
2026-06-15,Northstar Public School,North Campus,Grade_7,325,298,27,0,5,77.0,0,29493.63
2026-06-15,Northstar Public School,North Campus,Grade_8,320,294,26,0,4,73.6,0,30279.3
2026-06-15,Northstar Public School,North Campus,Grade_9,310,255,55,1,4,69.5,0,27612.43
2026-06-15,Northstar Public School,South Campus,Grade_6,304,277,27,0,4,74.2,0,28079.48
2026-06-15,Northstar Public School,South Campus,Grade_7,299,276,23,0,4,75.5,1,26799.93
2026-06-15,Northstar Public School,South Campus,Grade_8,294,269,25,0,4,78.1,1,25867.71
2026-06-15,Northstar Public School,South Campus,Grade_9,285,265,20,1,4,76.5,0,25173.45
2026-06-22,Northstar Public School,North Campus,Grade_6,330,305,25,0,5,77.5,0,30331.59
2026-06-22,Northstar Public School,North Campus,Grade_7,325,302,23,0,5,73.5,1,28752.78
2026-06-22,Northstar Public School,North Campus,Grade_8,320,297,23,0,4,74.3,1,29041.73
2026-06-22,Northstar Public School,North Campus,Grade_9,310,250,60,1,4,66.6,0,29170.31
2026-06-22,Northstar Public School,South Campus,Grade_6,304,279,25,0,4,73.3,1,26766.89
2026-06-22,Northstar Public School,South Campus,Grade_7,299,275,24,0,4,74.0,1,28156.08
2026-06-22,Northstar Public School,South Campus,Grade_8,294,273,21,0,4,74.4,0,26463.01
2026-06-22,Northstar Public School,South Campus,Grade_9,285,261,24,1,4,76.3,0,26352.16
