date,region,product,channel,segment,revenue,units_sold,orders,customers,fulfilled_orders,stockout_events,inventory_units,cost_of_goods,marketing_spend,returns,support_tickets
2023-02-06,South,Product C,Online,SMB,4943.18,12,5,4,5,0,59,3135.43,467.3,0,1
2023-02-06,South,Product C,Retail Partner,Enterprise,5587.43,13,4,3,4,0,69,3537.62,286.75,0,1
2023-02-06,South,Product C,Retail Partner,SMB,3726.88,9,3,3,3,0,44,2306.58,198.74,0,1
2023-02-06,East,Product A,Online,Enterprise,7738.73,29,8,6,8,0,173,4354.34,649.51,1,1
2023-02-06,East,Product A,Online,SMB,5232.88,19,7,6,7,0,111,2892.72,522.66,0,1
2023-02-06,East,Product A,Retail Partner,Enterprise,6022.9,22,6,5,6,0,109,3285.31,293.84,0,1
2023-02-06,East,Product A,Retail Partner,SMB,4067.34,15,6,4,6,0,74,2296.64,194.43,0,1
2023-02-06,East,Product B,Online,Enterprise,4045.71,21,6,5,6,0,120,2472.45,351.17,0,1
2023-02-06,East,Product B,Online,SMB,3029.22,16,6,5,6,0,77,1862.56,246.82,0,1
2023-02-06,East,Product B,Retail Partner,Enterprise,3064.88,16,5,3,5,0,86,1950.42,169.08,0,1
2023-02-06,East,Product B,Retail Partner,SMB,1955.21,10,4,3,4,0,52,1217.94,91.64,0,0
2023-02-06,East,Product C,Online,Enterprise,7342.19,17,5,4,5,0,91,4482.28,806.28,0,1
2023-02-06,East,Product C,Online,SMB,4365.34,11,4,3,4,0,52,2716.82,420.04,0,0
2023-02-06,East,Product C,Retail Partner,Enterprise,4933.75,12,3,3,3,0,68,3106.3,271.9,0,0
2023-02-06,East,Product C,Retail Partner,SMB,3013.14,7,3,2,3,0,42,1847.48,204.33,0,0
2023-02-06,West,Product A,Online,Enterprise,11593.63,43,12,9,12,1,229,6400.09,1131.41,1,2
2023-02-06,West,Product A,Online,SMB,7045.74,26,10,8,10,1,140,3929.34,617.09,1,1
2023-02-06,West,Product A,Retail Partner,Enterprise,7682.92,28,8,6,8,0,151,4251.38,412.45,0,1
2023-02-06,West,Product A,Retail Partner,SMB,5236.77,19,7,6,7,0,90,2973.8,292.66,0,1
2023-02-06,West,Product B,Online,Enterprise,5228.54,27,8,6,8,1,162,3184.41,583.64,0,1
2023-02-06,West,Product B,Online,SMB,3637.31,19,7,6,7,0,100,2272.92,400.13,0,1
2023-02-06,West,Product B,Retail Partner,Enterprise,4186.51,22,6,5,6,0,114,2585.58,210.03,0,1
2023-02-06,West,Product B,Retail Partner,SMB,2595.52,14,5,4,5,0,78,1612.93,147.03,0,1
2023-02-06,West,Product C,Online,Enterprise,8223.29,20,6,5,6,0,118,5203.8,776.01,0,1
2023-02-06,West,Product C,Online,SMB,6376.17,16,6,5,6,0,71,3986.55,510.84,0,1
2023-02-06,West,Product C,Retail Partner,Enterprise,6464.36,16,4,4,4,0,82,4134.36,295.71,0,1
2023-02-06,West,Product C,Retail Partner,SMB,3930.58,10,4,3,4,0,59,2507.27,200.95,0,1
2023-02-13,North,Product A,Online,Enterprise,11859.66,44,12,10,12,1,208,6512.72,1117.43,1,2
2023-02-13,North,Product A,Online,SMB,6465.1,24,9,8,9,1,158,3680.84,623.68,0,1
2023-02-13,North,Product A,Retail Partner,Enterprise,7345.02,28,8,6,8,0,153,4161.69,346.88,1,1
2023-02-13,North,Product A,Retail Partner,SMB,4998.05,19,7,6,7,0,109,2858.21,244.85,0,1
2023-02-13,North,Product B,Online,Enterprise,5534.69,29,8,7,8,0,160,3425.33,521.83,0,1
2023-02-13,North,Product B,Online,SMB,3914.17,21,8,6,8,0,99,2421.0,359.77,1,2
2023-02-13,North,Product B,Retail Partner,Enterprise,3988.35,21,6,5,6,0,114,2536.44,199.24,0,1
2023-02-13,North,Product B,Retail Partner,SMB,2776.31,15,6,5,6,0,79,1759.72,148.69,0,1
2023-02-13,North,Product C,Online,Enterprise,9280.58,23,7,5,7,0,128,5821.39,861.25,0,1
2023-02-13,North,Product C,Online,SMB,6267.24,15,6,5,6,0,74,3990.1,591.09,0,1
2023-02-13,North,Product C,Retail Partner,Enterprise,6820.28,16,5,4,5,0,84,4291.13,353.79,0,1
2023-02-13,North,Product C,Retail Partner,SMB,4209.32,10,4,3,4,0,59,2605.24,240.22,0,1
2023-02-13,South,Product A,Online,Enterprise,9480.15,35,10,7,10,0,162,5343.99,897.81,1,2
2023-02-13,South,Product A,Online,SMB,5656.63,21,8,7,8,0,114,3231.31,502.45,0,1
2023-02-13,South,Product A,Retail Partner,Enterprise,6035.93,23,6,5,6,0,127,3367.45,313.84,0,1
2023-02-13,South,Product A,Retail Partner,SMB,4596.35,17,6,5,6,0,85,2485.47,244.5,0,1
2023-02-13,South,Product B,Online,Enterprise,4814.81,25,7,5,7,0,128,3009.79,440.24,0,1
2023-02-13,South,Product B,Online,SMB,2833.33,15,6,4,6,0,90,1767.1,270.8,0,1
2023-02-13,South,Product B,Retail Partner,Enterprise,3503.75,18,5,4,5,0,98,2167.76,196.98,0,1
2023-02-13,South,Product B,Retail Partner,SMB,2032.66,11,4,3,4,0,69,1275.54,88.4,0,1
2023-02-13,South,Product C,Online,Enterprise,7835.73,19,5,4,5,0,91,4892.29,819.77,0,1
2023-02-13,South,Product C,Online,SMB,5511.51,13,5,4,5,0,70,3436.52,447.72,0,1
2023-02-13,South,Product C,Retail Partner,Enterprise,5300.21,13,4,3,4,0,74,3436.19,277.87,0,1
2023-02-13,South,Product C,Retail Partner,SMB,3666.24,9,3,3,3,0,44,2334.63,193.88,0,1
2023-02-13,East,Product A,Online,Enterprise,7331.98,27,8,6,8,0,152,4079.57,748.73,1,1
2023-02-13,East,Product A,Online,SMB,5005.96,19,7,5,7,0,102,2764.79,455.76,0,1
2023-02-13,East,Product A,Retail Partner,Enterprise,5277.98,19,6,4,6,0,123,3009.25,240.41,0,1
2023-02-13,East,Product A,Retail Partner,SMB,3752.48,14,5,4,5,0,73,2081.45,190.92,0,1
2023-02-13,East,Product B,Online,Enterprise,4184.1,22,6,5,6,0,120,2660.42,421.49,0,1
2023-02-13,East,Product B,Online,SMB,2913.84,15,6,5,6,0,72,1846.16,259.72,0,1
2023-02-13,East,Product B,Retail Partner,Enterprise,2748.87,15,4,3,4,0,85,1728.33,156.0,0,1
2023-02-13,East,Product B,Retail Partner,SMB,1912.23,10,4,3,4,0,54,1167.23,87.2,0,0
2023-02-13,East,Product C,Online,Enterprise,6721.85,17,5,4,5,0,85,4345.05,662.56,0,1
2023-02-13,East,Product C,Online,SMB,4025.07,10,4,3,4,0,58,2566.42,361.35,0,1
2023-02-13,East,Product C,Retail Partner,Enterprise,4812.19,12,3,3,3,0,59,2995.02,227.25,0,0
2023-02-13,East,Product C,Retail Partner,SMB,3103.41,8,3,2,3,0,39,2022.3,179.36,0,0
2023-02-13,West,Product A,Online,Enterprise,10705.42,40,11,9,11,0,215,5985.02,962.96,1,2
2023-02-13,West,Product A,Online,SMB,7396.83,27,11,8,11,0,129,4176.66,764.91,1,1
2023-02-13,West,Product A,Retail Partner,Enterprise,7676.72,29,8,6,8,0,155,4458.73,441.38,1,1
2023-02-13,West,Product A,Retail Partner,SMB,4549.52,17,7,5,7,0,98,2586.54,223.8,0,1
2023-02-13,West,Product B,Online,Enterprise,4992.42,27,8,6,8,0,136,3193.77,550.07,0,1
2023-02-13,West,Product B,Online,SMB,3684.75,20,8,6,8,0,101,2342.05,291.1,0,1
2023-02-13,West,Product B,Retail Partner,Enterprise,3958.0,20,6,5,6,0,104,2388.39,239.28,0,1
2023-02-13,West,Product B,Retail Partner,SMB,2460.08,13,5,4,5,0,68,1550.02,122.73,0,0
2023-02-13,West,Product C,Online,Enterprise,8851.69,22,6,5,6,0,126,5588.13,739.57,0,1
2023-02-13,West,Product C,Online,SMB,5697.71,14,5,4,5,0,81,3528.27,514.55,0,1
2023-02-13,West,Product C,Retail Partner,Enterprise,6601.47,16,5,3,5,0,79,4249.16,310.06,0,1
2023-02-13,West,Product C,Retail Partner,SMB,4159.65,10,4,3,4,0,50,2733.53,208.24,0,0
2023-02-20,North,Product A,Online,Enterprise,11836.65,45,13,10,13,1,234,6876.23,1004.25,1,2
2023-02-20,North,Product A,Online,SMB,7095.71,26,10,8,10,1,153,3999.38,703.15,1,2
2023-02-20,North,Product A,Retail Partner,Enterprise,8256.98,31,9,7,9,0,156,4632.41,424.83,1,1
2023-02-20,North,Product A,Retail Partner,SMB,5229.81,20,8,6,8,1,99,2970.08,253.55,0,1
2023-02-20,North,Product B,Online,Enterprise,5873.76,31,9,7,9,0,169,3641.8,527.5,1,1
2023-02-20,North,Product B,Online,SMB,3380.62,18,7,5,7,0,105,2118.69,253.51,0,1
2023-02-20,North,Product B,Retail Partner,Enterprise,4069.42,22,6,5,6,0,122,2535.04,247.68,0,1
2023-02-20,North,Product B,Retail Partner,SMB,2875.18,15,6,4,6,0,78,1852.3,150.07,1,1
2023-02-20,North,Product C,Online,Enterprise,10713.46,26,7,6,7,0,109,6595.86,945.56,1,1
2023-02-20,North,Product C,Online,SMB,5718.25,14,5,4,5,0,84,3583.06,543.57,0,1
2023-02-20,North,Product C,Retail Partner,Enterprise,6730.31,16,5,4,5,0,90,4252.11,315.48,0,1
2023-02-20,North,Product C,Retail Partner,SMB,4651.97,11,4,3,4,0,59,2908.56,241.31,0,0
2023-02-20,South,Product A,Online,Enterprise,9620.43,36,10,8,10,1,181,5500.93,891.8,1,2
2023-02-20,South,Product A,Online,SMB,5778.59,21,8,6,8,1,115,3224.84,506.01,1,1
2023-02-20,South,Product A,Retail Partner,Enterprise,6156.28,23,7,5,7,0,137,3475.01,324.38,0,1
2023-02-20,South,Product A,Retail Partner,SMB,4212.75,15,6,5,6,0,80,2293.13,237.2,0,1
2023-02-20,South,Product B,Online,Enterprise,4408.42,24,7,5,7,0,130,2854.0,399.15,0,1
2023-02-20,South,Product B,Online,SMB,3671.78,19,7,6,7,0,86,2285.56,312.71,0,1
2023-02-20,South,Product B,Retail Partner,Enterprise,3460.98,19,5,4,5,0,84,2218.89,168.36,0,1
2023-02-20,South,Product B,Retail Partner,SMB,2163.75,11,4,3,4,0,64,1344.53,120.66,0,1
2023-02-20,South,Product C,Online,Enterprise,7431.68,19,5,4,5,0,92,4884.22,593.43,0,1
2023-02-20,South,Product C,Online,SMB,5563.61,14,5,4,5,0,66,3497.03,574.62,0,1
2023-02-20,South,Product C,Retail Partner,Enterprise,5767.12,14,4,3,4,0,68,3689.56,303.22,0,0
2023-02-20,South,Product C,Retail Partner,SMB,3752.61,9,4,3,4,0,48,2406.43,211.2,0,0
2023-02-20,East,Product A,Online,Enterprise,8371.55,31,9,7,9,0,145,4700.63,729.68,1,1
2023-02-20,East,Product A,Online,SMB,5450.95,20,8,6,8,0,92,2982.51,574.34,1,1
2023-02-20,East,Product A,Retail Partner,Enterprise,5684.32,22,6,5,6,0,106,3278.31,323.21,0,1
2023-02-20,East,Product A,Retail Partner,SMB,3789.37,14,5,4,5,0,77,2140.61,200.7,0,1
2023-02-20,East,Product B,Online,Enterprise,3919.43,21,6,5,6,0,111,2442.19,309.22,0,1
2023-02-20,East,Product B,Online,SMB,2700.31,14,5,4,5,0,75,1664.04,284.88,0,1
2023-02-20,East,Product B,Retail Partner,Enterprise,2972.45,16,4,3,4,0,79,1819.75,158.79,0,1
2023-02-20,East,Product B,Retail Partner,SMB,2023.33,11,4,3,4,0,54,1242.59,93.18,0,1
2023-02-20,East,Product C,Online,Enterprise,6237.73,15,4,3,4,0,83,3909.72,632.71,0,0
2023-02-20,East,Product C,Online,SMB,5225.18,12,5,4,5,0,56,3245.76,457.47,0,1
2023-02-20,East,Product C,Retail Partner,Enterprise,4583.33,11,3,2,3,0,63,2933.32,223.37,0,0
2023-02-20,East,Product C,Retail Partner,SMB,3209.97,8,3,2,3,0,40,1996.51,154.97,0,1
2023-02-20,West,Product A,Online,Enterprise,9410.67,35,10,8,10,0,208,5350.66,840.49,1,2
2023-02-20,West,Product A,Online,SMB,6692.66,25,10,7,10,0,133,3746.55,713.94,1,2
2023-02-20,West,Product A,Retail Partner,Enterprise,7403.36,28,8,6,8,0,150,4203.3,399.15,1,1
2023-02-20,West,Product A,Retail Partner,SMB,4950.75,18,7,6,7,0,97,2744.61,282.05,0,1
2023-02-20,West,Product B,Online,Enterprise,5223.87,28,8,6,8,0,156,3245.59,454.84,0,1
2023-02-20,West,Product B,Online,SMB,3114.5,17,6,5,6,0,101,2024.19,298.19,0,1
2023-02-20,West,Product B,Retail Partner,Enterprise,3775.5,20,6,4,6,0,109,2342.02,202.5,0,1
2023-02-20,West,Product B,Retail Partner,SMB,2445.14,13,5,4,5,0,71,1538.73,115.55,0,1
2023-02-20,West,Product C,Online,Enterprise,8455.53,21,6,5,6,0,104,5522.57,680.56,0,1
2023-02-20,West,Product C,Online,SMB,5394.64,13,5,4,5,0,76,3439.06,458.23,0,1
2023-02-20,West,Product C,Retail Partner,Enterprise,5811.06,14,4,3,4,0,79,3617.09,329.18,0,1
2023-02-20,West,Product C,Retail Partner,SMB,3903.77,10,4,3,4,0,55,2469.48,232.01,0,1
2023-02-27,North,Product A,Online,Enterprise,11126.29,41,12,9,12,1,214,6241.61,1006.0,1,2
2023-02-27,North,Product A,Online,SMB,7507.94,28,11,9,11,0,137,4177.84,711.66,0,2
2023-02-27,North,Product A,Retail Partner,Enterprise,7721.4,28,8,6,8,0,167,4257.93,388.72,1,1
2023-02-27,North,Product A,Retail Partner,SMB,5287.48,20,8,6,8,0,110,3072.12,244.85,1,1
2023-02-27,North,Product B,Online,Enterprise,6477.32,34,10,8,10,0,169,3978.93,535.93,1,1
2023-02-27,North,Product B,Online,SMB,3864.97,21,8,6,8,0,111,2438.55,353.16,0,2
2023-02-27,North,Product B,Retail Partner,Enterprise,4244.5,22,6,5,6,0,120,2657.11,289.04,0,1
2023-02-27,North,Product B,Retail Partner,SMB,2527.44,13,5,4,5,0,74,1548.92,134.54,0,1
2023-02-27,North,Product C,Online,Enterprise,10046.59,25,7,6,7,0,123,6274.68,898.28,0,1
2023-02-27,North,Product C,Online,SMB,6316.78,15,6,5,6,0,82,4001.55,521.89,0,1
2023-02-27,North,Product C,Retail Partner,Enterprise,6768.79,16,5,4,5,0,84,4260.36,332.75,0,1
2023-02-27,North,Product C,Retail Partner,SMB,4441.24,11,4,3,4,0,59,2842.54,200.82,0,1
2023-02-27,South,Product A,Online,Enterprise,8637.22,32,9,7,9,1,186,4792.31,799.86,1,1
2023-02-27,South,Product A,Online,SMB,5941.09,22,8,6,8,0,126,3312.13,576.91,1,2
2023-02-27,South,Product A,Retail Partner,Enterprise,6266.47,24,7,5,7,0,135,3633.23,303.05,0,1
2023-02-27,South,Product A,Retail Partner,SMB,4091.24,15,6,5,6,0,84,2289.69,193.49,0,1
2023-02-27,South,Product B,Online,Enterprise,4905.9,26,7,6,7,0,137,2976.69,436.1,0,1
2023-02-27,South,Product B,Online,SMB,3208.69,17,6,5,6,0,89,1943.42,296.05,1,1
2023-02-27,South,Product B,Retail Partner,Enterprise,3354.33,18,5,4,5,0,99,2121.06,170.34,0,1
2023-02-27,South,Product B,Retail Partner,SMB,2244.07,12,5,4,5,0,67,1428.88,108.77,0,0
2023-02-27,South,Product C,Online,Enterprise,7454.33,18,5,4,5,0,92,4792.3,801.12,0,1
2023-02-27,South,Product C,Online,SMB,4682.91,11,4,4,4,0,62,2969.48,406.83,0,1
2023-02-27,South,Product C,Retail Partner,Enterprise,5475.36,13,4,3,4,0,72,3392.35,268.09,0,1
2023-02-27,South,Product C,Retail Partner,SMB,3993.43,10,4,3,4,0,42,2494.82,205.34,0,0
2023-02-27,East,Product A,Online,Enterprise,8282.06,30,9,7,9,0,157,4627.11,831.34,0,1
2023-02-27,East,Product A,Online,SMB,5447.47,20,8,6,8,0,107,3068.24,485.03,1,1
2023-02-27,East,Product A,Retail Partner,Enterprise,5289.18,20,6,5,6,0,105,3041.71,260.7,0,1
2023-02-27,East,Product A,Retail Partner,SMB,3814.59,14,5,4,5,0,67,2101.84,209.01,0,1
2023-02-27,East,Product B,Online,Enterprise,3916.72,21,6,4,6,0,116,2460.56,361.32,0,1
2023-02-27,East,Product B,Online,SMB,2781.13,15,6,4,6,0,69,1718.87,273.87,0,1
2023-02-27,East,Product B,Retail Partner,Enterprise,2878.25,15,4,3,4,0,84,1785.74,129.6,0,1
2023-02-27,East,Product B,Retail Partner,SMB,1815.34,10,4,3,4,0,58,1169.69,85.67,0,0
2023-02-27,East,Product C,Online,Enterprise,6369.63,15,4,3,4,0,79,3938.44,556.61,0,0
2023-02-27,East,Product C,Online,SMB,4356.57,11,4,3,4,0,59,2726.19,430.75,0,1
2023-02-27,East,Product C,Retail Partner,Enterprise,4605.18,11,3,2,3,0,64,2926.4,230.43,0,0
2023-02-27,East,Product C,Retail Partner,SMB,3258.4,8,3,2,3,0,44,2072.46,188.21,0,0
2023-02-27,West,Product A,Online,Enterprise,9683.51,36,10,8,10,0,206,5361.51,949.82,1,2
2023-02-27,West,Product A,Online,SMB,6344.94,24,9,7,9,0,141,3604.78,537.48,1,1
2023-02-27,West,Product A,Retail Partner,Enterprise,6949.8,26,7,6,7,0,144,3933.97,371.7,0,1
2023-02-27,West,Product A,Retail Partner,SMB,4833.81,18,7,6,7,0,92,2679.36,276.08,0,1
2023-02-27,West,Product B,Online,Enterprise,5549.81,29,8,7,8,0,151,3436.42,519.14,1,1
2023-02-27,West,Product B,Online,SMB,3785.4,20,8,6,8,0,101,2383.98,371.97,1,1
2023-02-27,West,Product B,Retail Partner,Enterprise,3778.58,20,6,4,6,0,114,2363.79,192.23,0,1
2023-02-27,West,Product B,Retail Partner,SMB,2470.13,13,5,4,5,0,66,1558.32,136.5,0,1
2023-02-27,West,Product C,Online,Enterprise,9375.59,22,6,5,6,0,111,5857.29,849.11,0,1
2023-02-27,West,Product C,Online,SMB,6009.96,15,6,5,6,0,75,3867.96,551.87,0,1
2023-02-27,West,Product C,Retail Partner,Enterprise,6265.56,15,4,3,4,0,76,3822.32,285.17,0,1
2023-02-27,West,Product C,Retail Partner,SMB,4343.06,11,4,3,4,0,61,2794.54,212.32,0,1
2023-03-06,North,Product A,Online,Enterprise,12340.62,47,13,11,13,1,227,7039.4,1217.69,1,2
2023-03-06,North,Product A,Online,SMB,8403.62,32,12,9,12,0,147,4797.12,790.15,1,2
2023-03-06,North,Product A,Retail Partner,Enterprise,7918.76,30,8,7,8,0,175,4448.6,426.45,0,2
2023-03-06,North,Product A,Retail Partner,SMB,4930.08,18,7,5,7,0,108,2721.73,253.4,0,1
2023-03-06,North,Product B,Online,Enterprise,5656.99,30,9,7,9,0,162,3548.32,451.98,0,1
2023-03-06,North,Product B,Online,SMB,3841.37,20,8,6,8,0,107,2392.53,368.72,0,1
2023-03-06,North,Product B,Retail Partner,Enterprise,4252.96,22,6,5,6,0,106,2604.08,209.46,1,1
2023-03-06,North,Product B,Retail Partner,SMB,2828.68,15,6,4,6,0,73,1762.32,145.3,0,1
2023-03-06,North,Product C,Online,Enterprise,8431.4,21,6,5,6,0,130,5422.91,782.03,0,1
2023-03-06,North,Product C,Online,SMB,6225.54,15,6,5,6,0,79,4043.7,634.21,0,1
2023-03-06,North,Product C,Retail Partner,Enterprise,7195.09,17,5,4,5,0,94,4530.9,347.54,0,1
2023-03-06,North,Product C,Retail Partner,SMB,4447.16,11,4,3,4,0,58,2738.92,218.86,0,1
2023-03-06,South,Product A,Online,Enterprise,9318.2,35,10,8,10,1,190,5221.8,826.95,1,1
2023-03-06,South,Product A,Online,SMB,6540.79,24,9,7,9,0,121,3622.4,543.88,1,1
2023-03-06,South,Product A,Retail Partner,Enterprise,7178.54,27,8,6,8,0,130,4125.48,352.96,1,1
2023-03-06,South,Product A,Retail Partner,SMB,4231.94,16,6,5,6,0,88,2336.89,226.95,0,1
2023-03-06,South,Product B,Online,Enterprise,4785.73,25,7,6,7,0,130,2872.85,436.31,0,1
2023-03-06,South,Product B,Online,SMB,3139.93,16,6,5,6,0,101,1907.84,313.4,0,1
2023-03-06,South,Product B,Retail Partner,Enterprise,3425.13,18,5,4,5,0,96,2127.48,180.89,0,1
2023-03-06,South,Product B,Retail Partner,SMB,2262.3,12,5,3,5,0,64,1439.57,104.62,0,1
2023-03-06,South,Product C,Online,Enterprise,8076.75,20,6,4,6,0,99,5147.63,723.0,0,1
2023-03-06,South,Product C,Online,SMB,5172.68,13,5,4,5,0,62,3378.02,463.83,0,1
2023-03-06,South,Product C,Retail Partner,Enterprise,5901.9,14,4,3,4,0,72,3756.86,274.59,0,0
2023-03-06,South,Product C,Retail Partner,SMB,3710.54,9,3,3,3,0,50,2337.0,206.52,0,0
2023-03-06,East,Product A,Online,Enterprise,7765.75,29,8,6,8,0,174,4368.29,803.25,0,1
2023-03-06,East,Product A,Online,SMB,5382.92,20,8,6,8,0,106,3000.6,517.01,0,2
2023-03-06,East,Product A,Retail Partner,Enterprise,5654.83,20,6,5,6,0,109,3048.55,260.24,0,1
2023-03-06,East,Product A,Retail Partner,SMB,3611.36,14,5,4,5,0,73,2039.47,176.96,0,1
2023-03-06,East,Product B,Online,Enterprise,3864.48,20,6,5,6,0,115,2373.74,352.61,0,1
2023-03-06,East,Product B,Online,SMB,2734.73,15,6,5,6,0,88,1718.0,227.07,0,1
2023-03-06,East,Product B,Retail Partner,Enterprise,3008.56,16,4,4,4,0,83,1875.36,165.67,0,1
2023-03-06,East,Product B,Retail Partner,SMB,1862.6,10,4,3,4,0,61,1136.62,104.93,0,1
2023-03-06,East,Product C,Online,Enterprise,7103.87,17,5,4,5,0,86,4458.79,601.42,0,1
2023-03-06,East,Product C,Online,SMB,4742.03,11,4,3,4,0,62,2965.32,440.26,0,1
2023-03-06,East,Product C,Retail Partner,Enterprise,4857.19,12,3,3,3,0,65,3049.88,256.78,0,0
2023-03-06,East,Product C,Retail Partner,SMB,3250.02,8,3,2,3,0,41,1997.59,168.64,0,1
2023-03-06,West,Product A,Online,Enterprise,11005.46,40,11,9,11,1,205,6091.35,908.23,1,2
2023-03-06,West,Product A,Online,SMB,6679.68,25,10,8,10,0,130,3879.5,590.37,1,1
2023-03-06,West,Product A,Retail Partner,Enterprise,8275.54,30,9,7,9,0,156,4627.97,435.51,1,1
2023-03-06,West,Product A,Retail Partner,SMB,4717.71,18,7,5,7,0,101,2675.8,251.81,0,1
2023-03-06,West,Product B,Online,Enterprise,5981.65,31,9,7,9,1,151,3723.28,495.14,1,1
2023-03-06,West,Product B,Online,SMB,3800.61,20,8,6,8,0,96,2385.06,350.11,1,1
2023-03-06,West,Product B,Retail Partner,Enterprise,4207.29,22,6,5,6,0,103,2588.83,198.05,0,1
2023-03-06,West,Product B,Retail Partner,SMB,2250.86,12,5,3,5,0,71,1446.31,116.88,0,1
2023-03-06,West,Product C,Online,Enterprise,8100.29,20,6,4,6,0,115,5229.56,703.19,0,1
2023-03-06,West,Product C,Online,SMB,6234.88,15,6,5,6,0,72,4000.49,577.01,0,1
2023-03-06,West,Product C,Retail Partner,Enterprise,6417.45,16,4,3,4,0,74,4002.38,333.93,0,1
2023-03-06,West,Product C,Retail Partner,SMB,4080.8,10,4,3,4,0,52,2540.27,192.32,0,1
2023-03-13,North,Product A,Online,Enterprise,12302.04,45,13,10,13,0,231,6847.5,1119.47,1,1
2023-03-13,North,Product A,Online,SMB,7067.95,26,10,8,10,0,153,3962.56,633.72,1,2
2023-03-13,North,Product A,Retail Partner,Enterprise,7685.05,29,8,6,8,1,160,4334.27,430.73,0,1
2023-03-13,North,Product A,Retail Partner,SMB,5312.86,20,8,6,8,0,111,3004.8,246.86,0,1
2023-03-13,North,Product B,Online,Enterprise,5865.77,31,9,7,9,0,154,3627.83,588.79,0,1
2023-03-13,North,Product B,Online,SMB,3610.92,19,7,5,7,0,108,2211.77,363.09,0,1
2023-03-13,North,Product B,Retail Partner,Enterprise,4654.61,25,7,6,7,0,120,2877.9,240.48,1,1
2023-03-13,North,Product B,Retail Partner,SMB,3137.1,16,6,5,6,0,82,1940.13,160.53,0,1
2023-03-13,North,Product C,Online,Enterprise,9338.73,23,6,5,6,0,128,5867.25,882.9,0,1
2023-03-13,North,Product C,Online,SMB,6695.26,16,6,5,6,0,80,4242.11,670.48,0,1
2023-03-13,North,Product C,Retail Partner,Enterprise,6922.29,16,5,4,5,0,83,4300.59,379.8,0,1
2023-03-13,North,Product C,Retail Partner,SMB,4287.03,10,4,3,4,0,58,2793.77,213.46,0,1
2023-03-13,South,Product A,Online,Enterprise,9122.94,34,10,7,10,1,172,5006.63,875.77,0,1
2023-03-13,South,Product A,Online,SMB,5161.05,19,7,6,7,0,118,2933.06,452.01,0,1
2023-03-13,South,Product A,Retail Partner,Enterprise,6329.61,23,7,5,7,0,126,3523.07,292.86,0,1
2023-03-13,South,Product A,Retail Partner,SMB,4235.66,16,6,5,6,0,84,2343.23,228.57,0,1
2023-03-13,South,Product B,Online,Enterprise,5459.82,29,8,6,8,0,135,3347.49,558.16,0,1
2023-03-13,South,Product B,Online,SMB,2858.97,15,6,4,6,0,100,1747.93,233.69,0,1
2023-03-13,South,Product B,Retail Partner,Enterprise,3559.3,19,5,4,5,0,97,2193.15,193.74,0,1
2023-03-13,South,Product B,Retail Partner,SMB,2172.81,11,4,4,4,0,64,1329.94,93.27,0,0
2023-03-13,South,Product C,Online,Enterprise,7937.4,19,6,4,6,0,112,5089.1,783.57,0,1
2023-03-13,South,Product C,Online,SMB,4825.65,12,5,3,5,0,66,3026.2,464.37,0,1
2023-03-13,South,Product C,Retail Partner,Enterprise,5355.36,13,4,3,4,0,66,3319.58,285.52,0,1
2023-03-13,South,Product C,Retail Partner,SMB,3447.93,8,3,3,3,0,47,2163.94,188.65,0,1
2023-03-13,East,Product A,Online,Enterprise,7996.45,30,9,7,9,1,158,4557.19,949.8,1,1
2023-03-13,East,Product A,Online,SMB,4842.44,18,7,5,7,0,102,2671.8,487.45,0,1
2023-03-13,East,Product A,Retail Partner,Enterprise,5512.92,20,6,5,6,0,117,3061.7,268.9,0,1
2023-03-13,East,Product A,Retail Partner,SMB,4177.52,16,6,5,6,0,71,2335.45,237.83,0,1
2023-03-13,East,Product B,Online,Enterprise,4101.22,22,6,5,6,0,115,2589.64,385.51,0,1
2023-03-13,East,Product B,Online,SMB,2838.79,15,6,4,6,0,70,1751.14,246.12,0,1
2023-03-13,East,Product B,Retail Partner,Enterprise,3206.67,17,5,4,5,0,81,1976.72,185.12,0,1
2023-03-13,East,Product B,Retail Partner,SMB,1982.02,11,4,3,4,0,57,1255.36,98.39,0,0
2023-03-13,East,Product C,Online,Enterprise,6612.14,16,4,3,4,0,86,4108.65,654.87,0,1
2023-03-13,East,Product C,Online,SMB,4665.28,11,4,3,4,0,55,2924.01,429.18,0,1
